snap,time_value,CloudCord_X,CloudCord_Y,CloudCord_Z,CloudVel_X,CloudVel_Y,CloudVel_Z,Peak_Density
065,0.8125,230.9773308693663,197.28018562638007,64.21246356262952,-0.8384296465020195,-5.848336320079164,2.316481472824142,1948.9340285704889
060,0.75,231.1810268589185,197.78342107570538,63.3745423436219,-0.8682756706337087,-5.830811110887834,2.369731927541968,3104.6469071916267
055,0.6875,230.89801264804416,198.496025457414,62.79426224969586,-0.6177744732512294,-5.879758489415454,2.2716251794108433,4368.840577296907
050,0.625,230.9412259841701,198.8961650470797,62.6613809968774,-0.6239114140172298,-5.7922635341515845,2.17554535642769,4717.995973158485
045,0.5625,230.968531268938,199.27205458451164,62.55024708525457,-0.6110268860777364,-5.809845485528989,2.176969715024915,4749.661432558867
040,0.5,231.03968446152103,199.62434954743273,62.514742054961005,-0.6035083612013182,-5.8369188418415785,2.1903701611910473,4818.247244376107
035,0.4375,231.06589754690225,200.00110318515124,62.40104559061092,-0.6048461553774279,-5.8641626452242805,2.210508441056873,5184.742222326113
030,0.375,231.09340967254704,200.39180030956157,62.2602022591235,-0.6091803789531736,-5.905108614685038,2.214182255324506,5164.88108550348
025,0.3125,231.13817398540954,200.7737944112716,62.15638459170475,-0.6079970066587987,-5.929421593565234,2.219457218874659,5154.542584759409
020,0.25,231.26576776664143,200.9198772193858,62.36871017901274,-0.6044030980357085,-5.976091965143431,2.2341437273741898,6124.516663401803
015,0.1875,231.33066029250006,201.28378537297564,62.246098834157635,-0.6936896212171207,-5.9799411401677025,2.290209424860241,6632.466031264556
010,0.125,231.3929223189146,201.65529394821496,62.114195293185645,-0.6974108588304723,-6.0167988189836406,2.2989481118385626,6762.939776492988
005,0.0625,231.331649382283,201.9775863656099,61.9341295667959,-0.6986371888663954,-6.048381729074294,2.3186529954589825,6358.844070659618
000,0.0,231.4204325514325,202.28045688667626,61.862752786615665,-0.7040817725168577,-5.9888207377261855,2.355245788393031,5748.062736989358
